user_id,age,avg_session_time,avg_tries_cnt,avg_progress
11580,37,15.15,4.2,98.93
8272,17,36.8,2.51,14.65
6821,16,11.1,1.86,43.07
10304,37,31.9,2.53,93.97
8278,13,22.72,5.09,70.54
11424,44,12.66,3.67,94.88
11823,39,20.21,5.51,92.69
8535,20,0.92,2.63,76.53
6652,8,25.3,7.62,42.23
7978,15,16.29,2.42,47.77
1804,11,16.53,4.3,7.6
6159,16,28.63,1.51,44.76
691,16,5.11,6.16,0.47
9525,10,25.67,5.09,87.31
1950,18,0.9,1.57,1.78
2766,20,2.63,2.24,3.49
8430,15,10.77,1.72,20.89
10895,39,2.51,9.02,96.4
4675,21,2.62,2.36,11.99
187,16,8.16,6.03,4.58
1848,19,10.55,2.25,1.61
8796,18,0.57,4.47,23.44
8944,12,2.05,5.28,24.67
283,14,18.84,2.83,3.73
6177,17,63.23,1.77,26.55
3026,13,0.34,9.11,11.56
1398,20,0.01,1.83,2.22
11587,35,3.31,1.84,94.76
6950,18,14.86,6.08,11.6
3837,10,5.45,7.09,53.04
7146,14,7.81,3.05,53.16
4465,16,6.76,2.12,31.57
10670,36,7.43,1.26,95.03
9301,10,26.17,1.16,86.61
9373,19,0.72,4.35,86.37
3684,17,23.8,1.9,60.26
9331,13,13.5,2.38,88.38
11545,35,9.46,1.63,90.81
8130,12,17.25,5.47,26.62
7650,9,14.04,1.66,16.23
6768,13,2.55,7.12,58.98
10136,39,0.77,2.19,96.18
2914,15,45.3,4.11,4.76
214,17,28.08,5.21,7.28
885,18,14.18,4.58,1.01
694,18,7.12,0.76,9.76
5151,10,13.45,0.49,40.55
4079,14,0.55,4.62,66.76
8880,16,3.46,3.72,38.22
2895,11,10.02,2.3,3.2
617,14,10.23,6.56,2.45
9819,18,33.8,2.36,90.0
4567,15,23.94,7.9,65.92
1149,13,46.5,8.06,8.23
11180,32,3.48,5.86,93.06
7864,17,55.07,1.17,73.9
6341,21,19.67,2.34,46.3
11280,30,12.25,1.73,99.7
6720,17,1.71,0.53,30.85
4288,11,8.31,2.48,34.74
8050,13,5.11,6.32,34.44
1424,12,13.91,1.68,1.81
10022,38,19.68,0.69,92.89
2909,19,1.65,3.92,5.92
1375,18,23.78,9.44,6.63
5101,17,9.73,1.6,68.4
5831,12,0.58,3.4,65.29
469,12,7.29,3.88,6.87
8139,12,3.75,2.75,52.97
531,13,0.79,5.19,2.67
8912,12,19.8,2.51,63.66
5253,18,21.11,1.84,11.96
10406,34,64.87,7.45,92.18
8675,20,37.35,0.69,14.47
6796,17,3.86,2.78,29.21
2024,13,5.21,0.84,8.16
741,17,7.13,0.88,6.47
1177,14,22.84,2.77,1.46
5685,15,9.35,14.24,58.33
2794,14,0.96,0.32,8.11
2806,17,5.91,8.25,7.49
8084,12,18.16,2.31,23.38
10440,32,8.44,1.46,90.96
3127,12,5.08,8.05,20.07
663,16,2.97,2.99,8.08
3482,17,1.21,1.27,12.91
1751,16,20.71,9.34,7.76
9011,14,1.4,2.29,83.11
321,15,1.01,5.83,7.41
819,15,1.08,1.97,0.15
8284,18,15.44,2.27,64.34
10369,39,11.5,3.42,90.91
8545,13,0.98,4.04,42.2
10067,31,1.84,2.07,96.07
11219,37,27.09,3.69,95.48
10509,43,0.64,9.93,97.87
10442,32,33.0,4.74,95.81
4367,13,6.82,3.92,25.42
4713,13,30.34,6.37,48.9
4279,16,8.92,2.71,49.59
1151,16,0.01,2.6,7.56
4086,18,14.22,6.86,15.52
6873,17,20.88,0.94,35.75
85,19,7.29,0.1,5.82
6668,22,0.99,0.71,33.78
7556,17,1.47,3.06,20.8
10782,32,20.62,7.22,99.12
1516,12,11.69,1.89,8.03
4995,16,3.43,3.58,57.97
8055,21,1.05,2.27,27.81
1168,15,1.86,6.38,0.82
4156,17,9.36,5.42,60.17
10485,34,6.04,1.72,95.02
10926,39,15.54,0.28,96.98
7480,14,13.82,3.05,17.28
6894,19,9.35,2.7,75.52
2068,13,8.32,12.71,5.19
10931,35,18.43,1.91,91.82
3990,16,25.61,4.13,66.56
6117,13,15.88,2.91,41.5
7846,16,5.47,2.86,67.18
2362,19,9.41,1.2,0.51
6571,19,11.41,0.67,61.38
3933,16,48.08,0.69,55.91
2193,13,25.82,1.37,0.04
11238,31,1.92,2.79,99.75
2082,17,4.44,1.39,4.15
349,12,10.01,3.85,2.98
8811,9,2.63,3.36,10.84
10988,35,1.71,5.13,99.08
493,13,34.17,0.99,7.38
11506,29,4.2,7.82,96.21
3720,19,9.06,3.73,36.92
3192,17,0.95,2.15,69.59
5144,14,4.69,7.4,71.18
9226,15,8.52,2.97,83.68
7381,8,6.75,0.47,33.42
3761,20,21.77,1.67,43.67
10818,37,2.49,1.22,96.36
7359,16,10.09,11.93,11.78
3413,17,14.73,7.11,41.15
1646,14,4.86,4.35,2.59
7394,14,24.52,0.83,28.56
5733,15,9.05,3.12,49.99
1236,14,7.01,1.44,7.47
6363,16,2.89,6.2,34.21
292,14,36.22,2.01,0.89
7501,12,4.81,4.08,39.96
8054,16,26.5,2.74,78.37
3296,15,7.29,2.9,77.47
7874,17,14.98,4.0,53.47
5298,10,22.45,0.9,63.78
67,20,21.83,15.13,9.65
4572,18,58.16,1.03,32.43
444,22,11.0,9.03,3.4
4517,20,9.68,5.01,43.36
9136,19,44.62,1.4,86.65
4245,13,15.77,3.05,53.8
11381,32,13.69,2.03,98.35
4104,20,14.67,3.45,26.58
10857,25,1.09,2.91,95.83
4252,20,2.92,3.97,77.63
4361,16,29.98,5.79,45.72
4471,15,8.26,3.35,54.68
719,26,2.83,1.46,1.69
8879,14,0.01,3.45,35.56
10828,32,1.85,5.55,92.17
5382,17,1.34,4.01,61.37
4660,15,0.26,0.77,55.59
5335,13,1.46,9.3,50.66
124,14,3.72,2.71,8.36
9281,22,13.61,4.18,80.47
942,16,21.12,2.08,0.31
333,14,13.04,1.75,6.37
3143,18,7.35,6.86,31.81
7642,21,71.61,1.67,72.51
6943,11,17.91,1.16,17.18
2831,16,3.36,3.43,7.51
131,12,15.64,5.88,2.08
6963,13,7.21,9.33,70.66
3977,17,4.58,7.62,13.4
11948,32,14.38,306.57,92.19
9233,15,11.27,3.11,83.44
4888,15,82.76,1.23,53.37
358,10,1.59,8.65,6.28
11645,38,4.81,6.09,92.66
7355,20,20.78,4.03,49.73
811,13,6.67,5.25,6.21
4918,17,14.59,5.22,39.04
2523,17,6.99,2.07,8.04
4671,16,24.67,4.9,38.73
1409,14,7.57,2.39,3.15
6653,16,20.59,9.61,69.93
481,20,21.6,1.59,5.12
10319,31,47.3,2.54,98.43
10503,32,0.17,3.35,94.22
1187,17,1.53,0.71,8.45
10015,41,15.92,5.56,90.78
3319,16,15.94,4.15,26.55
8095,19,7.17,3.55,31.19
3739,19,5.44,3.92,55.78
9282,25,13.17,0.68,81.58
7714,12,22.32,3.72,21.86
678,11,1.42,5.21,7.45
6740,18,27.73,0.24,69.51
8705,15,10.42,1.99,13.91
6458,15,33.81,9.53,51.54
2125,15,9.94,8.09,9.38
2313,12,24.44,6.47,3.52
5141,14,14.92,2.65,18.87
3502,15,3.7,8.45,67.56
7716,16,11.99,6.49,50.09
18,8,26.0,0.87,7.56
11449,38,8.08,7.04,95.74
229,14,11.15,3.14,1.6
8505,20,1.54,3.62,77.94
3794,12,3.63,2.98,76.02
7398,17,10.45,1.9,51.05
2539,14,6.28,11.84,4.74
7215,14,13.47,1.89,34.33
1485,12,7.25,4.11,5.43
2799,14,9.76,8.18,3.35
8484,13,5.9,2.73,72.99
7553,12,22.31,7.0,63.54
10576,39,8.2,3.91,92.37
3102,21,2.0,2.71,27.35
7016,17,1.07,8.82,30.46
1020,15,4.82,7.69,2.85
6895,15,31.72,2.26,59.97
11108,38,15.19,3.05,98.79
10831,41,19.09,7.76,95.45
11840,35,2.74,2.41,90.09
3378,14,7.11,0.3,46.34
9374,16,29.92,2.46,86.14
1870,17,5.44,2.13,6.27
4970,13,24.41,2.67,35.06
8428,14,2.18,2.41,69.3
8925,16,7.51,2.52,49.1
9220,14,10.89,0.53,83.08
9215,13,6.48,7.84,84.85
4267,17,37.94,1.52,52.46
10298,35,10.47,1.01,99.58
111,19,23.1,5.36,8.45
5392,14,2.34,1.75,35.77
3769,22,15.72,1.98,14.82
4571,16,6.33,7.55,66.97
1412,19,9.64,1.17,9.47
1760,17,14.86,4.31,8.8
4929,15,17.12,3.89,23.82
2311,19,3.6,1.69,2.7
3049,19,47.6,10.88,37.47
3776,17,2.28,1.85,52.89
10463,36,11.38,1.49,93.04
500,12,1.09,3.62,6.43
9609,15,6.65,2.55,87.25
697,13,20.53,2.42,7.54
3893,13,6.37,2.43,11.49
9866,14,5.09,5.08,86.59
3637,13,3.23,7.06,41.68
10284,36,28.64,10.1,95.58
4146,19,21.29,0.87,55.22
8349,16,27.68,2.41,66.59
4259,12,2.95,3.88,19.58
474,12,72.58,1.36,3.38
7439,16,2.78,2.93,23.07
6018,18,0.65,7.33,69.38
2670,17,9.0,1.93,9.97
451,15,0.82,6.4,5.73
7294,15,5.31,3.03,23.48
870,15,21.02,2.46,1.48
8351,16,8.45,1.4,59.8
5860,15,21.77,0.76,29.73
6246,12,16.07,8.7,44.72
2141,17,37.46,1.15,7.22
7766,12,43.46,0.87,48.07
5455,11,0.57,1.66,69.67
2216,14,17.6,5.33,4.22
10129,34,10.94,7.96,91.34
10497,32,27.81,6.11,96.54
2620,17,9.93,3.68,2.07
3461,15,10.23,2.3,38.64
8128,16,0.96,1.69,65.3
7216,17,5.62,0.32,14.42
4610,13,10.27,0.81,14.23
3195,21,2.63,8.66,53.32
2436,15,18.99,2.82,6.73
6281,16,1.62,2.17,37.96
7742,12,15.94,2.66,66.98
11914,34,7.59,281.02,94.0
5065,11,5.05,1.11,60.31
1624,21,13.71,5.54,6.82
4070,15,1.31,2.22,33.59
4810,16,14.86,1.43,64.95
11585,36,37.52,3.91,90.14
6666,17,9.9,4.11,58.72
5516,23,23.37,1.98,59.88
6072,22,18.43,6.14,75.4
2272,15,50.05,1.95,7.11
6268,20,31.5,1.84,35.69
695,14,8.86,5.36,2.26
2003,16,11.33,8.15,0.06
8023,13,12.44,4.66,46.26
990,13,1.99,4.27,2.87
2409,13,5.43,3.55,3.84
4550,14,9.72,4.61,47.21
2517,20,32.77,4.03,7.2
696,15,30.9,10.04,6.87
2957,14,4.5,3.86,7.64
3808,19,26.54,3.59,43.3
2842,11,62.8,1.53,0.1
8187,13,9.1,1.0,18.43
10413,30,0.75,10.47,91.9
6403,15,4.61,1.87,55.91
11213,40,22.06,1.14,99.4
8518,13,66.86,1.14,18.14
25,10,3.6,2.33,7.89
11293,36,0.37,0.59,92.02
11384,32,22.94,0.38,97.48
1547,18,21.98,0.62,7.93
3997,20,6.63,6.14,41.62
3870,18,13.28,3.94,24.16
2252,12,30.55,6.9,4.59
4686,15,20.93,5.29,47.23
2718,14,6.33,4.33,3.76
11202,36,2.65,5.45,91.16
2315,19,5.54,1.63,7.32
2367,10,0.73,6.32,9.21
6175,18,1.53,10.57,68.78
8619,10,0.19,1.71,55.98
10137,35,31.53,1.96,91.35
9812,13,1.51,2.08,88.68
6527,14,16.47,3.18,76.37
3126,15,16.38,1.72,13.85
6741,15,3.77,2.5,33.83
4592,17,4.2,0.52,54.54
3,15,3.28,1.43,2.72
8368,14,43.45,4.48,78.54
2345,17,0.68,1.97,8.21
1886,18,4.02,1.92,0.0
10837,35,31.66,1.03,91.03
2696,15,27.89,1.86,5.15
4449,9,0.76,2.31,54.83
5834,19,40.53,1.55,16.82
9651,13,62.49,8.0,85.72
286,14,5.43,8.64,6.12
874,14,20.53,8.11,8.49
6515,15,4.66,7.06,57.81
6335,16,14.63,2.77,51.89
2386,15,2.02,5.36,5.75
8280,18,0.6,3.98,61.21
1673,12,7.55,6.65,4.13
7535,15,0.98,4.8,14.17
3680,8,16.18,2.63,47.7
10816,38,7.64,3.3,90.7
9151,12,24.16,1.66,81.21
5276,18,3.11,2.41,60.53
1334,20,0.8,10.36,8.03
10376,39,4.24,0.1,96.85
7008,11,0.63,11.05,44.47
6029,17,3.25,3.14,48.68
5167,16,51.92,7.6,72.57
6651,18,64.95,8.19,37.4
2567,14,15.66,1.66,2.68
367,14,8.04,2.77,3.67
1444,18,14.84,7.01,7.24
4960,18,3.76,3.54,25.73
511,21,21.84,2.91,3.13
8160,13,24.78,3.57,46.52
11143,26,8.67,7.48,93.49
3516,13,21.42,7.66,52.79
5749,16,16.3,3.52,74.39
6257,12,2.47,5.24,52.82
4142,13,16.46,2.09,27.36
1659,19,16.96,0.09,6.19
7564,12,57.49,8.03,53.4
7610,12,0.42,8.64,35.49
6589,15,0.52,7.21,73.64
10499,38,32.13,0.72,90.17
1017,16,16.71,7.27,1.24
11268,34,1.01,4.85,90.79
8628,14,17.86,1.98,45.16
10633,33,1.69,8.42,94.67
7300,21,5.0,0.06,29.37
5868,17,17.72,7.09,56.03
11003,38,3.35,2.21,93.5
9868,10,7.47,1.71,82.05
1974,16,44.26,2.85,5.23
10046,36,4.92,9.36,94.9
11058,34,15.06,1.93,93.86
2021,17,10.85,3.22,8.19
3050,14,5.53,1.63,33.1
7020,21,28.6,0.7,72.84
11302,37,36.48,0.83,93.01
10794,30,8.89,2.4,94.28
6008,16,17.67,1.29,69.14
3892,12,0.18,18.37,71.09
10842,31,1.41,7.17,93.8
1623,17,12.68,3.51,5.42
4961,14,14.69,2.57,62.92
5568,15,7.05,1.5,12.11
713,13,18.42,2.64,1.49
1473,17,17.11,3.53,4.08
10645,35,16.13,1.42,97.8
665,13,4.16,1.17,5.29
8185,13,4.95,3.25,24.19
4908,19,36.93,2.76,12.54
3183,16,25.01,1.72,63.45
5896,12,2.82,2.57,36.74
1889,18,19.51,3.82,6.78
4004,12,3.15,0.49,62.3
4383,12,10.23,5.31,69.03
928,14,9.68,2.02,5.94
5077,19,2.02,2.18,53.32
9531,18,23.1,5.92,84.1
3906,14,3.2,3.56,62.7
7803,18,31.56,3.84,15.25
8540,11,51.52,3.57,47.99
4448,20,30.29,4.43,39.98
9916,13,2.39,0.41,87.92
30,21,4.71,3.29,7.03
772,12,12.01,4.96,6.71
7878,16,9.57,0.12,30.19
5407,17,4.41,4.93,29.18
3166,15,3.16,2.71,52.02
5808,17,19.39,5.02,30.94
9333,21,3.66,0.14,82.02
2046,12,3.36,13.27,4.64
4338,21,27.18,3.65,24.33
7741,16,4.83,0.71,18.08
11512,40,13.48,16.42,97.14
8643,16,13.73,1.05,10.9
4436,21,11.35,4.41,12.65
6540,10,13.63,3.47,57.03
2097,16,2.9,1.92,9.22
10678,35,6.06,6.02,99.33
6754,14,24.04,4.31,79.66
10691,31,32.58,3.69,98.86
4833,16,0.72,7.15,76.85
9311,19,20.39,0.66,87.07
8372,15,3.81,6.67,58.81
9396,13,16.95,0.89,89.09
10946,33,0.03,7.82,98.17
10098,31,8.28,2.11,95.55
1255,14,2.0,7.74,4.42
5376,14,2.27,0.89,73.34
185,16,48.17,1.69,1.69
3718,16,3.78,12.36,25.51
9996,15,12.09,1.9,88.41
3891,18,11.34,1.32,15.39
10598,35,0.58,1.89,92.52
9232,21,4.69,3.16,81.87
7968,11,9.38,3.8,27.73
9576,18,3.92,3.7,81.93
3260,9,8.5,5.3,61.76
2197,16,13.83,4.94,9.98
10582,40,28.7,6.01,98.43
4416,16,55.28,3.83,55.26
8467,20,12.72,2.09,69.97
10785,36,20.45,1.58,97.48
6917,17,41.49,11.74,41.0
5384,10,17.77,3.93,18.79
9635,14,5.68,8.29,87.45
3308,12,12.0,5.57,24.69
11225,34,42.3,5.1,92.26
6299,16,0.77,1.9,77.52
1094,19,2.48,10.2,7.44
6444,17,0.21,6.39,62.06
4264,14,13.83,4.98,54.56
909,13,22.41,4.27,3.55
1949,19,7.66,4.38,1.61
7434,13,4.97,1.06,79.82
3429,16,53.33,3.86,43.14
3978,17,8.88,3.99,79.36
1204,11,16.01,5.96,8.8
6052,18,10.43,2.58,25.34
961,26,14.24,6.6,9.26
10572,29,8.51,5.66,96.94
3396,18,19.89,3.27,28.41
8792,14,6.97,1.02,23.42
2351,19,7.05,6.44,8.3
6354,16,2.02,5.19,18.6
4932,14,3.85,4.64,14.23
7840,19,1.71,0.51,32.62
11992,32,12.45,1000.0,99.49
7943,15,16.29,3.79,72.32
1042,15,9.41,5.9,9.03
225,13,4.37,0.8,3.54
2391,17,4.01,3.67,4.35
1740,20,81.74,1.93,3.21
9602,16,0.39,2.38,89.75
703,20,9.67,4.9,5.44
8832,11,5.02,2.68,68.64
8791,21,37.57,0.76,79.13
10025,39,33.32,1.69,90.52
11700,34,3.56,5.8,99.93
10899,35,3.23,3.45,96.13
11857,32,6.7,3.76,95.33
10095,36,7.65,2.35,98.46
2044,14,20.78,0.69,0.36
8446,11,10.17,3.04,24.86
10246,45,4.11,1.06,98.27
9640,13,21.22,0.88,80.71
8866,13,8.22,1.53,26.76
4123,17,10.03,1.65,28.99
3341,16,19.58,1.51,68.5
9988,19,12.35,1.81,81.72
2108,16,22.34,4.26,0.37
10289,33,21.59,1.14,98.55
3111,14,13.47,2.05,67.16
11787,39,38.36,4.86,99.84
11643,32,11.48,5.86,90.77
10850,34,5.82,4.5,93.34
2934,14,18.49,3.62,2.96
2669,15,2.44,4.57,0.26
5002,19,4.62,6.38,75.91
11757,33,1.16,8.8,99.03
10619,32,25.75,2.48,91.55
5474,15,7.97,2.02,18.82
7397,16,9.43,6.59,38.34
3691,14,11.93,5.63,22.82
11685,30,11.61,2.37,95.82
2181,12,54.94,8.49,4.97
7781,12,2.45,2.23,75.7
7879,14,0.28,5.02,12.55
5485,16,36.24,1.42,14.91
1888,16,27.46,3.15,4.44
11794,35,43.81,2.4,93.83
5129,15,8.77,8.28,12.96
4417,18,10.18,1.11,59.14
4726,20,33.56,4.03,44.56
1828,13,5.35,4.5,1.68
4052,19,2.74,5.11,27.17
10273,34,20.59,1.06,96.78
9494,19,4.62,3.29,88.16
9810,13,7.88,0.49,85.94
9832,10,17.7,2.61,82.14
4866,18,33.11,6.83,60.76
5096,11,10.75,6.57,51.51
11429,41,4.79,0.53,98.06
48,21,19.72,1.37,0.84
9389,15,2.64,1.41,82.27
6170,18,24.7,2.09,26.5
3606,17,6.5,3.23,60.13
8512,15,23.06,3.11,64.98
3612,17,14.22,1.25,71.42
2318,18,22.2,2.41,7.6
9571,12,1.69,7.16,82.35
1498,16,24.5,9.25,3.29
10016,32,5.9,4.55,94.09
4575,8,27.49,5.0,22.66
4863,11,26.91,7.11,50.62
4811,11,35.83,7.14,44.13
4111,14,15.99,12.87,32.67
8597,16,19.21,2.37,76.97
4617,17,4.31,3.98,32.96
11554,38,37.43,1.17,98.62
10597,34,3.08,1.71,95.41
4762,19,26.39,0.47,29.34
8786,18,1.37,9.14,32.2
11564,35,16.09,3.54,90.71
11195,36,24.19,3.05,95.62
287,13,19.27,2.81,3.75
9264,16,0.01,4.49,85.43
2,15,6.35,9.71,9.46
199,17,18.59,0.21,8.77
3907,10,5.04,3.76,79.55
6124,13,4.23,6.8,36.05
1570,23,6.08,4.62,2.86
2531,18,17.34,5.38,0.25
9736,12,19.65,1.93,86.92
11714,32,10.43,9.1,99.98
11752,38,13.35,4.99,96.16
6033,15,44.4,4.59,57.02
8021,19,2.91,5.92,69.45
9839,14,28.68,9.18,85.38
4356,17,15.45,12.83,16.78
5642,14,3.02,2.84,17.51
11250,31,3.16,6.87,96.13
9631,21,21.43,5.05,85.99
3366,18,52.79,3.84,53.6
8314,9,7.89,6.23,14.61
8526,12,10.17,6.38,33.4
2250,11,7.0,8.37,5.4
1794,14,70.14,6.85,3.92
3454,12,7.24,0.9,73.0
6166,14,0.44,1.45,77.12
2491,17,3.23,1.02,6.72
6479,13,6.88,0.9,10.68
5874,12,15.97,0.35,43.0
5517,18,4.26,6.44,68.23
8469,12,12.81,2.97,40.76
3226,12,1.23,1.01,77.66
5178,21,42.33,4.46,57.75
10079,36,6.56,9.26,97.09
3650,18,1.64,1.87,37.47
5231,16,0.65,3.1,40.28
7325,16,6.61,5.46,45.03
10724,32,0.03,8.0,95.08
707,17,0.65,9.61,1.32
4225,16,9.53,4.53,33.53
8429,11,16.2,12.24,76.79
959,10,49.56,5.42,1.11
4644,12,2.97,1.48,75.42
3707,18,6.32,4.6,31.1
4822,12,53.87,2.08,22.35
557,10,5.55,2.88,5.49
2747,10,26.54,0.87,0.82
11932,37,2.74,509.61,98.68
10076,37,12.37,2.55,99.37
3648,17,18.52,7.28,25.61
4836,18,17.89,0.41,27.79
87,18,9.72,10.82,1.42
5275,19,2.93,7.12,29.58
5579,17,1.12,4.27,76.78
9604,19,8.01,0.48,82.02
6825,18,19.31,6.14,55.83
4841,18,35.33,1.66,15.68
3285,19,8.23,0.21,62.91
422,19,25.88,2.19,0.55
239,19,10.38,9.77,8.23
5975,15,12.44,0.77,28.88
11866,38,1.0,4.96,93.53
11094,37,18.22,3.76,99.1
7817,17,35.02,2.92,39.33
3642,16,12.31,5.8,74.11
5456,12,21.42,2.19,63.59
2353,15,21.68,2.75,9.54
3704,19,22.09,2.14,43.81
1665,11,84.09,3.24,9.82
1250,11,39.0,4.02,3.07
2071,17,60.85,7.83,5.19
982,16,15.6,2.25,6.94
5969,11,30.94,9.34,79.61
7401,19,11.29,4.19,35.23
692,16,80.73,4.88,7.81
10445,42,10.38,0.8,94.21
8293,18,6.32,2.71,61.6
7905,18,9.65,0.7,65.54
10333,38,1.16,1.94,96.19
4505,18,18.23,2.59,13.18
738,16,23.66,2.42,5.95
8301,19,28.0,3.34,13.05
11724,41,15.46,3.81,92.85
6347,24,11.85,4.13,50.23
7312,20,8.16,3.77,79.95
7458,16,2.46,7.23,46.55
5888,19,2.92,2.02,72.6
6695,19,8.68,3.78,75.95
10296,29,26.51,2.59,91.51
9196,12,9.88,1.91,82.71
11738,36,1.36,1.22,96.95
5126,14,5.73,7.18,10.46
5242,15,26.56,3.66,68.97
1696,16,22.72,2.02,6.7
9760,12,2.34,6.72,82.36
3685,16,14.27,4.97,31.08
2381,15,39.42,3.08,4.6
11806,33,2.02,2.5,95.5
2781,21,2.92,3.48,7.89
11696,33,9.05,0.97,92.56
4697,13,45.46,1.02,42.54
9166,25,11.04,1.29,83.7
3083,13,3.05,3.37,26.39
457,18,7.5,11.84,7.4
1909,14,4.26,3.31,2.93
6286,16,16.37,11.19,39.34
4106,18,6.09,9.13,17.4
8223,18,7.45,5.08,52.24
7477,11,24.61,2.4,46.96
3151,16,6.51,3.65,35.82
10578,29,45.31,4.57,93.22
4276,16,13.9,1.24,62.76
7179,15,4.17,7.17,78.72
10569,29,0.37,4.93,98.26
5981,17,6.62,1.77,69.21
3710,15,16.06,5.91,60.62
441,15,22.51,3.64,6.12
11891,41,8.19,6.52,99.79
5245,18,20.95,1.0,10.31
4365,17,4.65,1.63,79.54
9776,16,6.29,6.2,83.64
6051,17,3.19,0.73,72.02
7761,13,7.71,8.64,37.93
2702,16,2.46,5.01,4.05
5804,11,39.39,6.42,64.27
3807,11,4.96,12.77,64.53
3523,13,77.4,8.27,44.89
4882,18,8.23,9.35,47.3
2279,19,2.93,1.07,0.47
1047,14,25.84,3.09,0.2
8818,19,8.54,3.28,42.71
8268,18,6.57,0.68,46.19
6168,19,9.95,2.1,27.7
3681,16,7.91,2.75,47.81
6155,11,48.69,4.35,74.62
666,18,25.2,1.13,1.22
300,17,16.11,7.78,0.84
679,12,13.08,1.4,2.08
795,13,12.13,0.18,8.13
8789,18,2.32,1.4,67.24
6146,14,17.11,2.73,22.71
5423,22,13.82,1.98,27.78
8959,18,3.06,2.35,45.71
5359,17,4.61,1.82,78.44
3048,16,22.89,4.53,30.36
11802,36,13.45,4.69,99.66
4825,13,5.1,6.17,30.86
8174,13,1.93,1.63,53.33
3329,15,10.26,5.29,67.24
1764,13,0.52,3.27,7.43
1033,17,1.69,2.65,7.03
992,12,4.26,1.14,3.65
5716,19,0.67,2.79,67.66
2473,14,1.21,3.84,0.18
8205,16,18.69,2.68,75.39
10202,35,29.6,2.2,91.31
5443,12,15.83,4.19,27.89
818,18,0.34,3.51,2.58
3330,23,12.29,2.33,30.73
5992,15,12.13,4.41,17.9
7876,13,7.55,1.82,15.4
11176,38,4.64,5.35,97.73
80,17,11.05,4.31,9.16
720,9,6.86,4.33,0.15
9417,13,72.16,1.28,82.24
10787,32,32.01,2.41,99.03
4078,16,13.58,2.48,25.03
11212,30,5.49,1.87,95.33
2626,16,6.6,1.32,6.01
174,18,33.22,5.43,5.78
758,16,23.92,6.44,4.37
11032,36,33.4,2.94,99.1
5233,13,0.91,5.7,67.63
1431,12,12.4,11.58,9.44
9258,12,4.19,14.93,88.92
10322,42,2.09,5.87,92.28
10362,31,19.28,3.91,98.92
7883,12,43.0,13.74,35.43
3283,17,7.66,6.57,37.25
4425,19,22.94,5.39,55.18
6928,11,4.13,4.72,23.1
9174,18,8.78,6.91,89.64
4662,12,25.83,6.96,22.03
8993,16,2.84,0.82,74.77
5910,13,15.54,6.09,67.93
10947,40,5.27,3.62,90.29
3453,17,3.69,1.19,73.78
1647,16,0.1,3.91,7.25
2770,17,17.33,1.72,1.43
9121,20,12.0,0.56,84.79
1055,18,13.57,1.24,1.16
11735,29,22.96,2.83,97.24
4513,14,7.08,2.18,10.83
4815,14,26.68,2.71,57.96
2590,11,40.74,1.24,1.44
6875,19,1.18,3.96,77.96
4746,18,5.0,4.73,25.04
4233,16,56.56,7.63,43.79
5832,15,14.68,4.9,66.04
1022,15,14.06,1.76,9.49
4227,13,12.82,3.31,18.82
9085,14,12.17,8.09,85.59
404,20,30.28,0.8,9.56
10279,37,64.17,0.94,93.79
7473,17,12.99,6.38,24.86
10361,30,7.13,9.9,90.2
3646,15,2.25,5.15,43.43
5484,14,11.84,2.99,27.11
5422,19,0.39,2.18,79.0
10614,38,39.5,2.73,94.93
8253,15,1.3,3.23,44.47
9544,20,16.92,9.52,82.46
6011,11,10.99,1.0,13.2
10451,29,1.45,3.45,90.94
10764,34,18.28,0.43,94.82
4579,11,0.9,2.0,70.87
2921,14,0.88,0.6,8.03
11216,37,13.1,3.66,96.85
11065,35,0.01,2.85,93.07
4302,13,21.98,18.55,52.83
11868,28,8.96,4.55,91.46
9858,14,4.72,9.95,85.79
8583,15,10.6,5.08,16.63
62,16,13.82,1.94,6.22
9490,16,17.05,3.1,87.25
6694,13,5.49,5.22,23.38
1320,8,60.88,0.9,5.26
6126,15,13.9,4.14,49.82
5823,18,14.93,3.93,38.55
1706,16,15.78,4.42,0.3
4188,15,6.02,4.36,46.92
3155,20,11.16,5.19,56.48
11466,38,5.15,4.43,95.67
3208,20,20.98,6.93,73.1
2004,12,26.48,7.3,0.62
2538,15,21.85,2.9,3.5
2681,18,7.62,4.79,9.04
1668,14,13.46,4.35,7.14
6167,10,10.69,3.64,22.78
4344,18,17.64,0.9,57.67
8700,14,19.53,5.47,39.25
9486,17,1.92,4.23,86.11
9657,22,7.43,5.24,83.89
854,17,3.39,3.95,8.49
5856,18,69.88,9.22,30.98
6945,11,10.91,1.35,73.94
1594,19,8.28,0.45,1.92
7151,10,3.53,2.57,49.09
10530,29,8.11,2.11,97.43
9581,20,1.44,3.25,87.4
9853,16,11.85,4.98,81.58
522,19,11.27,0.73,5.02
632,17,54.25,2.2,4.82
4834,15,27.35,2.01,33.85
9553,11,3.78,1.24,82.6
6150,14,3.87,5.27,60.49
7116,14,10.15,3.14,79.39
4645,13,11.62,3.52,27.43
183,14,11.33,1.35,8.58
5656,18,11.56,2.05,65.32
1372,19,21.16,1.02,2.03
2296,14,0.26,6.72,7.42
9302,17,16.7,4.75,83.91
9135,13,2.61,8.45,85.02
9010,17,39.84,1.05,83.0
5222,13,15.25,5.22,11.02
