session_id,user_id,date,time_watched
13006,506,2023-03-05 18:09:53,63
13007,224,2023-03-09 09:56:37,35
13008,271,2023-03-22 10:07:35,84
13009,100,2023-03-12 23:59:37,5
13010,93,2023-03-21 10:02:37,26
13011,582,2023-03-18 21:43:59,36
13012,569,2023-03-02 07:49:56,29
13013,386,2023-03-18 22:06:58,67
13014,230,2023-03-18 10:07:23,42
13015,33,2023-03-01 08:58:36,61
13016,910,2023-03-11 16:48:35,5
13017,783,2023-03-11 02:39:37,40
13018,936,2023-03-04 01:41:51,24
13019,489,2023-03-11 09:56:00,36
13020,311,2023-03-19 11:44:14,83
13021,706,2023-03-07 22:42:09,61
13022,910,2023-03-14 16:24:05,49
13023,677,2023-03-16 17:14:57,32
13024,91,2023-03-05 14:25:59,12
13025,856,2023-03-12 11:24:44,49
13026,132,2023-03-24 06:06:50,29
13027,590,2023-03-16 23:58:28,10
13028,90,2023-03-09 14:38:59,32
13029,192,2023-03-17 19:03:30,53
13030,106,2023-03-18 01:05:44,39
13031,149,2023-03-07 10:19:55,32
13032,819,2023-03-16 11:34:29,8
13033,654,2023-03-09 06:27:11,4
13034,950,2023-03-25 03:50:02,56
13035,500,2023-03-01 04:28:03,23
13036,253,2023-03-05 22:51:45,13
13037,318,2023-03-10 22:14:41,14
13038,997,2023-03-31 07:28:07,19
13039,902,2023-03-04 00:03:10,22
13040,543,2023-03-13 13:56:24,36
13041,948,2023-03-26 19:54:25,24
13042,993,2023-03-27 18:33:31,33
13043,577,2023-03-14 20:09:13,30
13044,370,2023-03-25 05:31:36,57
13045,429,2023-03-10 19:06:04,23
13046,526,2023-03-20 04:08:13,51
13047,44,2023-03-09 20:34:09,37
13048,986,2023-03-09 09:02:42,26
13049,84,2023-03-25 16:53:59,38
13050,460,2023-03-28 00:28:31,45
13051,655,2023-03-03 06:53:45,28
13052,56,2023-03-30 07:42:42,15
13053,203,2023-03-20 12:17:33,65
13054,526,2023-03-21 16:13:00,20
13055,57,2023-03-06 00:37:04,44
13056,964,2023-03-13 02:27:57,46
13057,532,2023-03-25 09:35:50,12
13058,73,2023-03-28 07:49:15,65
13059,436,2023-03-06 15:02:59,18
13060,82,2023-03-10 22:10:35,10
13061,683,2023-03-28 19:31:41,42
13062,487,2023-03-30 13:44:39,5
13063,477,2023-03-04 22:02:42,38
13064,312,2023-03-12 08:02:41,77
13065,433,2023-03-04 04:50:49,45
13066,90,2023-03-05 09:20:32,58
13067,968,2023-03-30 19:54:04,5
13068,578,2023-03-08 11:03:40,44
13069,486,2023-03-16 07:42:52,40
13070,492,2023-03-13 15:55:01,35
13071,512,2023-03-06 17:09:29,29
13072,848,2023-03-15 14:55:15,11
13073,520,2023-03-23 01:38:30,9
13074,600,2023-03-14 06:19:48,32
13075,118,2023-03-07 07:03:15,24
13076,609,2023-03-09 21:08:27,42
13077,344,2023-03-15 20:54:35,42
13078,649,2023-03-18 08:03:13,19
13079,278,2023-03-03 23:07:09,47
13080,593,2023-03-07 13:58:53,21
13081,772,2023-03-26 17:31:20,60
13082,424,2023-03-28 13:25:12,39
13083,820,2023-03-08 02:05:02,31
13084,238,2023-03-02 02:20:24,61
13085,560,2023-03-30 08:45:37,25
13086,902,2023-03-17 05:59:40,25
13087,777,2023-03-05 19:36:50,15
13088,516,2023-03-07 03:35:59,9
13089,158,2023-03-02 09:34:59,47
13090,539,2023-03-24 07:32:09,52
13091,561,2023-03-12 16:38:02,85
13092,829,2023-03-13 10:22:05,24
13093,796,2023-03-29 18:54:00,31
13094,963,2023-03-07 22:29:22,56
13095,496,2023-03-11 16:54:50,23
13096,164,2023-03-22 19:23:21,14
13097,964,2023-03-30 23:50:24,13
13098,822,2023-03-03 04:19:29,25
13099,300,2023-03-31 23:46:29,71
13100,526,2023-03-24 00:06:03,18
13101,263,2023-03-11 01:06:00,38
13102,682,2023-03-16 09:24:00,5
13103,693,2023-03-17 21:53:08,24
13104,68,2023-03-16 01:22:04,3
13105,335,2023-03-19 08:39:41,47
13106,957,2023-03-03 03:55:04,1
13107,569,2023-03-24 18:11:52,40
13108,124,2023-03-12 13:10:11,20
13109,142,2023-03-10 05:09:26,21
13110,379,2023-03-30 16:08:23,27
13111,358,2023-03-23 21:18:05,87
13112,117,2023-03-27 06:13:37,48
13113,379,2023-03-05 16:04:12,18
13114,403,2023-03-04 14:22:00,27
13115,553,2023-03-20 01:13:25,5
13116,99,2023-03-06 06:09:32,12
13117,582,2023-03-06 13:47:35,6
13118,732,2023-03-21 00:04:10,18
13119,128,2023-03-05 10:01:25,59
13120,332,2023-03-16 02:47:31,9
13121,563,2023-03-12 15:50:32,54
13122,473,2023-03-06 23:26:59,44
13123,344,2023-03-02 00:17:39,25
13124,954,2023-03-05 09:00:46,17
13125,742,2023-03-25 22:20:03,2
13126,799,2023-03-07 18:38:35,42
13127,295,2023-03-19 20:15:34,2
13128,704,2023-03-05 19:44:07,58
13129,391,2023-03-13 15:18:13,67
13130,520,2023-03-21 11:54:51,27
13131,993,2023-03-08 08:57:58,1
13132,698,2023-03-22 22:12:29,39
13133,117,2023-03-08 16:12:20,65
13134,895,2023-03-22 19:11:19,43
13135,933,2023-03-25 17:10:17,33
13136,623,2023-03-22 10:53:16,38
13137,322,2023-03-26 20:54:00,19
13138,905,2023-03-29 21:25:13,39
13139,543,2023-03-09 08:40:06,38
13140,512,2023-03-26 20:40:27,48
13141,195,2023-03-08 22:02:09,19
13142,600,2023-03-21 17:53:08,17
13143,192,2023-03-28 02:52:59,21
13144,982,2023-03-21 15:38:23,8
13145,832,2023-03-13 10:25:31,37
13146,136,2023-03-01 17:21:11,13
13147,299,2023-03-27 09:13:00,72
13148,253,2023-03-21 06:02:45,49
13149,95,2023-03-27 02:00:58,18
13150,935,2023-03-06 17:28:24,41
13151,989,2023-03-17 14:58:46,27
13152,801,2023-03-13 18:25:03,26
13153,181,2023-03-09 15:52:46,23
13154,581,2023-03-25 05:45:29,20
13155,195,2023-03-18 08:49:37,40
13156,363,2023-03-23 04:27:18,44
13157,513,2023-03-26 20:30:40,51
13158,950,2023-03-07 13:25:16,7
13159,609,2023-03-12 14:31:19,42
13160,800,2023-03-26 02:39:11,27
13161,953,2023-03-11 10:13:53,45
13162,490,2023-03-12 10:34:44,1
13163,124,2023-03-20 13:01:57,14
13164,962,2023-03-29 13:13:19,7
13165,840,2023-03-31 01:27:22,20
13166,711,2023-03-13 17:05:21,5
13167,382,2023-03-01 11:28:38,40
13168,363,2023-03-13 03:09:47,32
13169,881,2023-03-25 10:45:52,22
13170,353,2023-03-12 16:52:20,42
13171,328,2023-03-21 19:13:27,7
13172,161,2023-03-16 14:09:21,26
13173,224,2023-03-24 20:43:11,41
13174,955,2023-03-30 17:02:12,33
13175,571,2023-03-31 15:42:23,45
13176,639,2023-03-30 10:04:13,46
13177,862,2023-03-31 13:22:10,14
13178,535,2023-03-16 13:24:47,18
13179,245,2023-03-04 19:33:55,25
13180,857,2023-03-01 02:01:51,15
13181,633,2023-03-22 18:55:28,29
13182,844,2023-03-14 13:44:09,49
13183,45,2023-03-02 15:59:15,5
13184,914,2023-03-21 11:09:33,47
13185,963,2023-03-17 18:16:45,6
13186,758,2023-03-20 04:57:30,25
13187,717,2023-03-08 13:09:27,13
13188,996,2023-03-21 16:37:42,31
13189,440,2023-03-30 21:54:46,1
13190,588,2023-03-10 19:41:14,0
13191,832,2023-03-12 00:51:10,23
13192,528,2023-03-17 10:05:07,16
13193,263,2023-03-23 12:49:24,48
13194,216,2023-03-22 20:33:26,51
13195,374,2023-03-12 01:00:23,55
13196,210,2023-03-07 09:51:34,60
13197,399,2023-03-08 03:49:43,37
13198,900,2023-03-05 04:26:44,5
13199,257,2023-03-03 07:11:12,44
13200,783,2023-03-11 06:30:19,7
13201,707,2023-03-27 20:29:01,49
13202,730,2023-03-15 11:24:25,18
13203,409,2023-03-24 19:04:28,29
13204,507,2023-03-27 06:12:32,31
13205,494,2023-03-03 21:29:49,62
13206,52,2023-03-02 14:42:36,39
13207,623,2023-03-20 10:01:36,12
13208,31,2023-03-10 02:53:51,16
13209,286,2023-03-22 22:46:53,56
13210,151,2023-03-08 18:51:42,45
13211,918,2023-03-15 14:44:40,12
13212,355,2023-03-15 00:30:23,22
13213,23,2023-03-19 11:42:11,36
13214,597,2023-03-09 21:31:12,70
13215,458,2023-03-18 15:10:03,5
13216,141,2023-03-25 18:44:46,18
13217,955,2023-03-20 03:43:23,35
13218,224,2023-03-15 21:26:40,3
13219,405,2023-03-10 00:11:30,0
13220,764,2023-03-28 22:04:03,80
13221,975,2023-03-06 13:00:43,7
13222,595,2023-03-15 22:45:17,6
13223,702,2023-03-16 15:49:10,32
13224,880,2023-03-05 04:20:27,46
13225,390,2023-03-28 20:28:22,41
13226,670,2023-03-08 18:30:43,2
13227,566,2023-03-26 13:40:51,30
13228,756,2023-03-21 13:32:41,64
13229,844,2023-03-04 17:54:28,42
13230,424,2023-03-14 15:29:38,14
13231,341,2023-03-08 01:00:13,23
13232,963,2023-03-20 13:45:50,28
13233,298,2023-03-16 13:03:38,15
13234,173,2023-03-31 23:33:08,28
13235,488,2023-03-27 07:07:48,7
13236,621,2023-03-17 09:31:37,62
13237,229,2023-03-13 02:09:02,25
13238,999,2023-03-15 06:09:08,20
13239,730,2023-03-25 20:43:30,55
13240,570,2023-03-02 11:05:42,31
13241,593,2023-03-08 03:03:07,16
13242,610,2023-03-25 04:46:27,41
13243,94,2023-03-10 00:04:31,21
13244,268,2023-03-29 20:04:08,14
13245,592,2023-03-02 04:03:27,60
13246,376,2023-03-24 21:03:19,6
13247,715,2023-03-26 01:29:00,22
13248,198,2023-03-28 09:35:33,48
13249,856,2023-03-05 16:18:42,70
13250,304,2023-03-26 08:07:38,9
13251,801,2023-03-01 16:33:50,10
13252,236,2023-03-06 14:33:36,17
13253,251,2023-03-02 00:37:49,11
13254,515,2023-03-06 17:33:43,73
13255,263,2023-03-31 04:48:14,9
13256,555,2023-03-25 10:47:43,25
13257,587,2023-03-24 13:59:37,5
13258,934,2023-03-01 17:06:17,2
13259,577,2023-03-16 13:19:39,49
13260,6,2023-03-31 13:05:39,37
13261,960,2023-03-29 08:20:56,28
13262,357,2023-03-11 14:32:58,68
13263,320,2023-03-24 21:41:39,9
13264,938,2023-03-15 14:27:10,31
13265,453,2023-03-27 20:40:14,39
13266,275,2023-03-30 01:56:45,59
13267,176,2023-03-31 19:23:32,47
13268,6,2023-03-07 08:01:02,54
13269,75,2023-03-01 10:37:34,11
13270,135,2023-03-21 13:13:18,2
13271,422,2023-03-12 07:55:21,21
13272,280,2023-03-14 13:00:03,36
13273,214,2023-03-14 06:09:35,8
13274,294,2023-03-12 00:49:35,74
13275,39,2023-03-25 08:53:08,32
13276,820,2023-03-15 02:58:44,26
13277,777,2023-03-19 03:21:23,28
13278,962,2023-03-09 04:01:33,72
13279,414,2023-03-02 18:37:24,27
13280,322,2023-03-27 10:56:10,64
13281,401,2023-03-02 10:12:31,2
13282,538,2023-03-17 03:17:23,55
13283,450,2023-03-25 02:00:40,34
13284,994,2023-03-13 15:38:18,29
13285,139,2023-03-09 20:04:54,34
13286,971,2023-03-26 08:55:21,65
13287,70,2023-03-26 08:53:08,62
13288,233,2023-03-20 13:33:19,47
13289,408,2023-03-17 08:41:03,36
13290,761,2023-03-13 15:36:11,26
13291,535,2023-03-03 08:58:23,6
13292,797,2023-03-28 23:18:38,32
13293,834,2023-03-27 22:36:24,34
13294,974,2023-03-20 17:38:50,38
13295,733,2023-03-23 00:57:29,6
13296,169,2023-03-31 07:05:45,6
13297,924,2023-03-02 02:18:55,16
13298,979,2023-03-26 21:24:00,33
13299,228,2023-03-26 15:05:34,53
13300,617,2023-03-25 09:46:30,39
13301,721,2023-03-20 08:20:58,0
13302,283,2023-03-04 18:23:12,12
13303,764,2023-03-29 04:25:21,0
13304,64,2023-03-17 12:57:37,12
13305,316,2023-03-24 04:28:02,12
13306,273,2023-03-18 05:42:15,20
13307,642,2023-03-24 20:30:09,13
13308,844,2023-03-06 05:35:29,32
13309,531,2023-03-11 10:15:06,48
13310,696,2023-03-20 05:03:36,33
13311,700,2023-03-12 18:10:14,12
13312,729,2023-03-03 17:16:25,29
13313,322,2023-03-25 16:48:21,23
13314,776,2023-03-21 04:01:14,24
13315,125,2023-03-10 18:21:32,3
13316,315,2023-03-26 19:27:25,35
13317,699,2023-03-19 22:18:09,24
13318,269,2023-03-09 06:38:12,27
13319,800,2023-03-06 07:14:58,16
13320,855,2023-03-28 23:25:08,9
13321,956,2023-03-13 20:01:55,38
13322,380,2023-03-06 18:45:35,23
13323,599,2023-03-18 01:34:31,17
13324,498,2023-03-22 01:17:04,1
13325,386,2023-03-24 10:41:23,46
13326,784,2023-03-24 14:18:57,34
13327,838,2023-03-26 07:15:49,12
13328,989,2023-03-14 08:56:06,21
13329,755,2023-03-08 05:49:03,35
13330,841,2023-03-16 08:43:34,66
13331,216,2023-03-13 08:08:44,26
13332,691,2023-03-14 12:29:14,42
13333,729,2023-03-15 21:54:50,27
13334,989,2023-03-07 13:35:10,32
13335,972,2023-03-24 23:32:52,35
13336,936,2023-03-30 08:04:54,23
13337,385,2023-03-19 11:34:26,40
13338,225,2023-03-16 21:17:47,14
13339,545,2023-03-16 12:58:54,50
13340,718,2023-03-19 02:57:46,25
13341,568,2023-03-20 03:49:18,39
13342,539,2023-03-09 22:19:03,1
13343,447,2023-03-31 20:20:10,48
13344,873,2023-03-24 17:10:25,12
13345,676,2023-03-24 07:31:40,9
13346,355,2023-03-16 22:42:17,25
13347,431,2023-03-21 23:16:53,39
13348,875,2023-03-26 16:49:20,50
13349,921,2023-03-13 09:48:56,29
13350,376,2023-03-15 13:52:51,23
13351,627,2023-03-01 15:25:41,23
13352,396,2023-03-28 16:20:25,9
13353,672,2023-03-16 01:39:23,23
13354,78,2023-03-05 12:27:58,17
13355,176,2023-03-16 13:19:02,12
13356,45,2023-03-13 00:37:26,16
13357,894,2023-03-11 10:39:47,50
13358,695,2023-03-06 15:17:43,25
13359,196,2023-03-16 10:29:44,48
13360,98,2023-03-10 06:09:35,10
13361,414,2023-03-04 21:56:19,34
13362,618,2023-03-22 05:24:08,48
13363,393,2023-03-25 19:51:49,58
13364,123,2023-03-28 23:06:58,50
13365,804,2023-03-09 14:43:17,34
13366,234,2023-03-01 12:52:53,25
13367,463,2023-03-19 17:29:53,40
13368,230,2023-03-07 21:44:17,17
13369,600,2023-03-04 08:29:48,34
13370,991,2023-03-08 03:26:40,29
13371,223,2023-03-29 11:36:14,46
13372,259,2023-03-07 02:13:49,27
13373,840,2023-03-07 09:55:07,18
13374,916,2023-03-24 11:32:27,5
13375,748,2023-03-29 23:21:36,43
13376,458,2023-03-10 17:54:34,33
13377,66,2023-03-03 23:10:31,34
13378,500,2023-03-15 01:05:14,51
13379,913,2023-03-02 15:11:10,20
13380,463,2023-03-25 14:10:00,11
13381,908,2023-03-19 07:17:42,47
13382,268,2023-03-17 01:09:18,37
13383,82,2023-03-14 14:00:21,85
13384,482,2023-03-21 17:43:43,32
13385,81,2023-03-23 17:41:36,38
13386,907,2023-03-18 04:08:53,46
13387,941,2023-03-29 12:16:23,68
13388,899,2023-03-07 16:14:54,13
13389,661,2023-03-27 02:01:11,18
13390,954,2023-03-25 06:58:19,44
13391,889,2023-03-18 04:02:26,26
13392,315,2023-03-24 19:07:22,24
13393,310,2023-03-29 06:45:51,49
13394,351,2023-03-11 17:41:42,23
13395,126,2023-03-16 05:32:54,10
13396,71,2023-03-30 19:48:03,19
13397,243,2023-03-07 05:51:50,33
13398,268,2023-03-08 00:54:59,42
13399,962,2023-03-29 02:34:28,33
13400,491,2023-03-23 22:19:52,0
13401,200,2023-03-23 01:21:02,18
13402,94,2023-03-09 14:34:10,7
13403,844,2023-03-18 20:30:45,27
13404,832,2023-03-27 14:50:47,0
13405,867,2023-03-05 02:02:02,20
13406,107,2023-03-19 16:45:30,4
13407,937,2023-03-15 04:12:38,54
13408,623,2023-03-14 20:48:31,30
13409,611,2023-03-01 17:41:53,19
13410,426,2023-03-17 20:00:50,16
13411,386,2023-03-10 01:48:21,34
13412,344,2023-03-08 09:18:39,36
13413,39,2023-03-02 15:38:44,16
13414,423,2023-03-15 00:54:30,47
13415,640,2023-03-18 04:06:36,50
13416,745,2023-03-19 00:14:18,18
13417,617,2023-03-09 10:54:06,43
13418,742,2023-03-07 22:28:18,44
13419,734,2023-03-26 11:13:23,53
13420,30,2023-03-30 17:41:09,25
13421,833,2023-03-24 00:29:41,15
13422,784,2023-03-10 19:47:57,32
13423,823,2023-03-10 13:36:18,59
13424,361,2023-03-07 11:45:55,19
13425,678,2023-03-10 22:06:58,6
13426,553,2023-03-24 01:33:39,1
13427,816,2023-03-21 18:48:01,30
13428,822,2023-03-21 20:42:27,28
13429,33,2023-03-25 20:02:50,34
13430,472,2023-03-22 11:51:40,38
13431,125,2023-03-01 06:47:57,34
13432,520,2023-03-05 15:56:14,50
13433,654,2023-03-09 05:57:07,25
13434,196,2023-03-19 11:51:48,33
13435,605,2023-03-18 19:57:02,3
13436,384,2023-03-04 23:41:29,15
13437,17,2023-03-09 02:15:04,23
13438,638,2023-03-16 02:47:55,12
13439,279,2023-03-10 01:37:23,36
13440,586,2023-03-09 03:25:53,10
13441,718,2023-03-01 01:08:13,10
13442,707,2023-03-11 23:37:05,0
13443,85,2023-03-26 15:18:44,10
13444,482,2023-03-07 21:39:01,1
13445,181,2023-03-19 17:04:40,35
13446,90,2023-03-30 01:08:09,58
13447,704,2023-03-04 13:44:51,47
13448,1000,2023-03-20 22:03:34,49
13449,980,2023-03-10 06:30:24,16
13450,158,2023-03-26 21:02:25,4
13451,360,2023-03-18 05:53:31,6
13452,819,2023-03-22 03:15:10,24
13453,453,2023-03-25 05:09:32,36
13454,951,2023-03-06 09:36:04,33
13455,887,2023-03-22 15:54:36,29
13456,551,2023-03-18 20:28:21,41
13457,586,2023-03-08 07:47:26,3
13458,776,2023-03-06 15:41:41,39
13459,613,2023-03-11 23:48:36,16
13460,439,2023-03-24 18:24:01,58
13461,783,2023-03-08 14:48:53,0
13462,777,2023-03-08 20:09:16,11
13463,644,2023-03-11 00:33:22,56
13464,840,2023-03-09 17:28:29,30
13465,506,2023-03-24 08:37:05,4
13466,192,2023-03-12 23:07:57,34
13467,106,2023-03-23 03:10:02,22
13468,19,2023-03-05 11:06:25,26
13469,268,2023-03-11 21:41:51,20
13470,682,2023-03-24 17:16:51,61
13471,716,2023-03-26 10:14:03,20
13472,303,2023-03-17 06:57:04,58
13473,848,2023-03-19 04:00:43,47
13474,778,2023-03-13 14:39:47,28
13475,916,2023-03-26 05:17:03,39
13476,7,2023-03-13 09:35:41,17
13477,839,2023-03-23 10:35:39,29
13478,999,2023-03-21 21:05:38,40
13479,396,2023-03-19 12:45:07,45
13480,6,2023-03-19 04:33:33,36
13481,364,2023-03-30 08:04:47,30
13482,872,2023-03-10 14:10:51,27
13483,612,2023-03-14 19:23:46,21
13484,712,2023-03-05 20:50:32,37
13485,520,2023-03-04 09:05:30,2
13486,45,2023-03-01 20:07:14,3
13487,258,2023-03-08 14:51:05,22
13488,938,2023-03-25 07:45:25,38
13489,545,2023-03-30 02:44:40,32
13490,79,2023-03-16 08:51:12,23
13491,485,2023-03-26 03:46:47,28
13492,597,2023-03-25 16:09:16,95
13493,245,2023-03-08 09:24:58,40
13494,30,2023-03-23 17:39:34,24
13495,12,2023-03-04 17:17:19,38
13496,465,2023-03-16 13:43:32,0
13497,591,2023-03-30 13:51:23,48
13498,445,2023-03-19 17:49:22,1
13499,985,2023-03-21 07:08:00,24
13500,449,2023-03-23 23:29:38,12
13501,704,2023-03-19 05:50:29,16
13502,564,2023-03-02 04:09:17,32
13503,364,2023-03-04 16:23:23,20
13504,358,2023-03-26 04:02:26,24
13505,812,2023-03-14 16:02:49,41
13506,73,2023-03-04 03:53:29,41
13507,479,2023-03-10 19:26:50,7
13508,442,2023-03-12 12:00:41,45
13509,842,2023-03-20 06:18:00,36
13510,748,2023-03-25 01:49:38,43
13511,726,2023-03-12 06:02:21,30
13512,417,2023-03-30 20:33:18,22
13513,507,2023-03-17 22:18:29,45
13514,226,2023-03-03 06:59:56,16
13515,705,2023-03-02 05:16:26,14
13516,551,2023-03-26 22:00:56,14
13517,275,2023-03-08 02:27:42,22
13518,92,2023-03-18 06:08:06,29
13519,82,2023-03-02 18:57:43,15
13520,78,2023-03-16 18:56:22,76
13521,163,2023-03-30 14:51:04,32
13522,415,2023-03-29 02:27:50,10
13523,430,2023-03-26 22:22:57,42
13524,736,2023-03-19 21:48:37,25
13525,174,2023-03-19 23:36:31,7
13526,46,2023-03-20 02:50:46,6
13527,243,2023-03-16 23:53:28,16
13528,825,2023-03-10 11:35:23,4
13529,977,2023-03-14 13:56:12,58
13530,207,2023-03-04 17:44:02,39
13531,657,2023-03-06 05:26:19,25
13532,159,2023-03-30 04:36:55,45
13533,731,2023-03-17 22:56:13,15
13534,166,2023-03-01 21:06:07,38
13535,384,2023-03-09 01:20:35,16
13536,275,2023-03-17 07:13:25,4
13537,125,2023-03-09 05:50:36,15
13538,895,2023-03-11 13:53:16,53
13539,859,2023-03-07 23:15:15,56
13540,343,2023-03-02 18:49:14,12
13541,551,2023-03-07 10:28:06,52
13542,396,2023-03-06 02:47:21,57
13543,30,2023-03-29 04:37:32,19
13544,160,2023-03-10 23:24:45,11
13545,503,2023-03-05 00:08:24,7
13546,96,2023-03-16 09:49:46,25
13547,401,2023-03-16 12:44:53,16
13548,436,2023-03-20 01:09:18,12
13549,31,2023-03-03 17:45:00,32
13550,488,2023-03-19 22:43:18,43
13551,166,2023-03-08 18:16:52,3
13552,311,2023-03-26 04:56:05,12
13553,651,2023-03-09 03:36:56,50
13554,224,2023-03-03 02:28:20,41
13555,699,2023-03-08 19:54:48,64
13556,651,2023-03-25 16:28:02,23
13557,169,2023-03-11 12:02:23,30
13558,19,2023-03-23 23:07:49,35
13559,470,2023-03-31 07:12:06,3
13560,75,2023-03-25 17:34:51,48
13561,587,2023-03-18 18:29:28,37
13562,598,2023-03-30 15:22:58,10
13563,332,2023-03-26 22:57:02,2
13564,685,2023-03-09 05:46:55,5
13565,757,2023-03-21 03:04:21,14
13566,166,2023-03-06 00:50:30,35
13567,409,2023-03-03 11:17:18,22
13568,959,2023-03-08 13:50:49,34
13569,112,2023-03-20 17:05:39,8
13570,449,2023-03-01 21:27:04,28
13571,92,2023-03-07 07:53:51,18
13572,317,2023-03-13 06:35:53,35
13573,877,2023-03-10 15:40:41,16
13574,287,2023-03-16 02:57:48,48
13575,644,2023-03-06 05:50:46,58
13576,495,2023-03-12 16:06:18,12
13577,840,2023-03-24 00:45:47,25
13578,524,2023-03-18 08:31:27,6
13579,612,2023-03-26 17:18:47,11
13580,509,2023-03-04 14:28:00,58
13581,240,2023-03-16 23:28:20,65
13582,953,2023-03-05 02:17:07,25
13583,780,2023-03-29 12:52:43,16
13584,776,2023-03-02 18:00:54,6
13585,825,2023-03-29 23:48:03,7
13586,989,2023-03-24 17:57:57,33
13587,551,2023-03-15 17:45:04,29
13588,796,2023-03-04 04:40:51,25
13589,366,2023-03-23 00:28:43,26
13590,310,2023-03-20 17:26:07,32
13591,825,2023-03-22 19:46:37,41
13592,98,2023-03-28 15:50:48,54
13593,452,2023-03-11 06:21:08,15
13594,996,2023-03-16 22:26:49,12
13595,790,2023-03-12 06:10:41,25
13596,725,2023-03-02 03:19:13,56
13597,941,2023-03-08 21:22:29,0
13598,538,2023-03-07 21:39:38,48
13599,296,2023-03-04 01:34:12,43
13600,493,2023-03-05 23:45:24,46
13601,694,2023-03-11 19:11:38,63
13602,215,2023-03-02 01:02:02,35
13603,173,2023-03-21 05:39:25,47
13604,661,2023-03-03 06:59:17,13
13605,190,2023-03-04 11:46:51,16
13606,166,2023-03-06 14:58:15,41
13607,661,2023-03-02 09:26:02,14
13608,586,2023-03-12 11:35:02,46
13609,761,2023-03-12 05:52:24,13
13610,873,2023-03-06 16:32:14,23
13611,40,2023-03-12 02:19:20,17
13612,316,2023-03-16 20:24:28,45
13613,103,2023-03-22 22:56:24,42
13614,797,2023-03-24 07:27:56,16
13615,858,2023-03-31 22:27:31,25
13616,241,2023-03-13 06:56:34,13
13617,332,2023-03-05 17:26:47,36
13618,730,2023-03-06 06:41:39,19
13619,956,2023-03-12 15:35:41,34
13620,743,2023-03-07 08:40:40,37
13621,522,2023-03-31 09:46:57,40
13622,742,2023-03-05 23:28:58,37
13623,439,2023-03-12 07:09:37,9
13624,543,2023-03-05 13:46:15,35
13625,105,2023-03-28 05:58:31,57
13626,124,2023-03-07 16:15:59,24
13627,542,2023-03-19 21:39:14,47
13628,196,2023-03-26 09:15:15,41
13629,713,2023-03-11 10:06:38,66
13630,222,2023-03-12 05:51:47,9
13631,632,2023-03-20 06:14:54,35
13632,506,2023-03-10 12:54:38,31
13633,23,2023-03-02 16:07:11,36
13634,992,2023-03-28 11:22:00,32
13635,269,2023-03-04 08:40:10,7
13636,343,2023-03-14 08:47:48,35
13637,52,2023-03-20 08:31:03,76
13638,399,2023-03-06 15:44:13,32
13639,364,2023-03-27 21:46:47,14
13640,717,2023-03-12 21:51:31,62
13641,488,2023-03-28 10:38:22,35
13642,107,2023-03-13 12:08:20,40
13643,187,2023-03-07 03:17:54,44
13644,932,2023-03-12 12:02:59,24
13645,908,2023-03-25 19:43:41,8
13646,683,2023-03-09 07:11:13,28
13647,6,2023-03-23 01:53:36,36
13648,819,2023-03-19 10:55:21,45
13649,683,2023-03-02 14:51:37,5
13650,263,2023-03-30 23:42:44,44
13651,303,2023-03-03 02:30:57,56
13652,390,2023-03-04 21:20:50,13
13653,785,2023-03-04 20:10:36,64
13654,726,2023-03-05 02:40:14,33
13655,703,2023-03-06 03:44:11,18
13656,186,2023-03-20 10:20:53,58
13657,673,2023-03-02 00:35:27,58
13658,504,2023-03-18 09:29:58,22
13659,442,2023-03-06 22:36:44,14
13660,108,2023-03-29 03:54:53,66
13661,223,2023-03-16 06:09:15,34
13662,395,2023-03-05 13:59:23,42
13663,580,2023-03-13 08:10:19,18
13664,418,2023-03-30 22:01:22,27
13665,588,2023-03-23 03:34:30,23
13666,693,2023-03-23 01:11:29,27
13667,634,2023-03-09 17:29:54,44
13668,395,2023-03-07 01:04:50,29
13669,575,2023-03-01 04:40:30,32
13670,163,2023-03-16 05:50:20,32
13671,568,2023-03-09 10:06:13,47
13672,909,2023-03-05 21:08:18,37
13673,857,2023-03-28 07:08:11,47
13674,226,2023-03-07 18:37:22,27
13675,553,2023-03-14 16:10:26,13
13676,391,2023-03-17 12:56:43,23
13677,19,2023-03-29 14:27:27,6
13678,253,2023-03-01 02:48:58,50
13679,829,2023-03-17 21:10:41,21
13680,942,2023-03-04 08:51:11,39
13681,514,2023-03-13 02:28:08,48
13682,592,2023-03-13 00:20:58,39
13683,763,2023-03-25 16:33:11,11
13684,928,2023-03-18 06:27:09,64
13685,605,2023-03-26 22:58:13,15
13686,861,2023-03-11 04:53:56,18
13687,645,2023-03-29 13:50:35,46
13688,914,2023-03-03 17:43:05,50
13689,184,2023-03-16 13:59:35,8
13690,959,2023-03-09 22:39:00,19
13691,959,2023-03-14 15:57:46,14
13692,710,2023-03-19 21:34:15,31
13693,756,2023-03-17 12:38:28,49
13694,932,2023-03-24 01:50:00,29
13695,302,2023-03-31 03:55:04,48
13696,935,2023-03-24 16:59:08,43
13697,500,2023-03-05 22:57:58,48
13698,939,2023-03-19 16:06:04,0
13699,613,2023-03-28 23:32:18,56
13700,257,2023-03-18 04:48:43,35
13701,815,2023-03-27 03:51:11,6
13702,787,2023-03-26 05:10:10,33
13703,399,2023-03-27 03:01:16,27
13704,195,2023-03-11 02:07:14,53
